ENSG00000225442	ENSG00000225442
ENSG00000133111	ENSG00000133111
ENSG00000169962	ENSG00000169962
ENSG00000230629	ENSG00000230629
ENSG00000075643	ENSG00000075643
ENSG00000269949	ENSG00000269949
ENSG00000163918	ENSG00000163918
ENSG00000114656	ENSG00000114656
ENSG00000174428	ENSG00000174428
ENSG00000244722	ENSG00000244722
ENSG00000269473	ENSG00000269473
ENSG00000091436	ENSG00000091436
ENSG00000266921	ENSG00000266921
ENSG00000233791	ENSG00000233791
ENSG00000122550	ENSG00000122550
ENSG00000168026	ENSG00000168026
ENSG00000144827	ENSG00000144827
ENSG00000225916	ENSG00000225916
ENSG00000233247	ENSG00000233247
ENSG00000112640	ENSG00000112640
ENSG00000251151	ENSG00000251151
ENSG00000224505	ENSG00000224505
ENSG00000231916	ENSG00000231916
ENSG00000165792	ENSG00000165792
ENSG00000112977	ENSG00000112977
ENSG00000140835	ENSG00000140835
ENSG00000101608	ENSG00000101608
ENSG00000096433	ENSG00000096433
ENSG00000131050	ENSG00000131050
ENSG00000204177	ENSG00000204177
ENSG00000121289	ENSG00000121289
ENSG00000165732	ENSG00000165732
ENSG00000239521	ENSG00000239521
ENSG00000237551	ENSG00000237551
ENSG00000130224	ENSG00000130224
ENSG00000260018	ENSG00000260018
ENSG00000107821	ENSG00000107821
ENSG00000277440	ENSG00000277440
ENSG00000137337	ENSG00000137337
ENSG00000154124	ENSG00000154124
ENSG00000113441	ENSG00000113441
ENSG00000113732	ENSG00000113732
ENSG00000196757	ENSG00000196757
ENSG00000159363	ENSG00000159363
ENSG00000254080	ENSG00000254080
ENSG00000113525	ENSG00000113525
ENSG00000268144	ENSG00000268144
ENSG00000225355	ENSG00000225355
ENSG00000163659	ENSG00000163659
ENSG00000047188	ENSG00000047188
ENSG00000161920	ENSG00000161920
ENSG00000179588	ENSG00000179588
ENSG00000229419	ENSG00000229419
ENSG00000147883	ENSG00000147883
ENSG00000089041	ENSG00000089041
ENSG00000176170	ENSG00000176170
ENSG00000119402	ENSG00000119402
ENSG00000241127	ENSG00000241127
ENSG00000147421	ENSG00000147421
ENSG00000167302	ENSG00000167302
ENSG00000144635	ENSG00000144635
ENSG00000162433	ENSG00000162433
ENSG00000171219	ENSG00000171219
ENSG00000274180	ENSG00000274180
ENSG00000161179	ENSG00000161179
ENSG00000270640	ENSG00000270640
ENSG00000206560	ENSG00000206560
ENSG00000070031	ENSG00000070031
ENSG00000259972	ENSG00000259972
ENSG00000230291	ENSG00000230291
ENSG00000135250	ENSG00000135250
ENSG00000126759	ENSG00000126759
ENSG00000155660	ENSG00000155660
ENSG00000179262	ENSG00000179262
ENSG00000249859	ENSG00000249859
ENSG00000149792	ENSG00000149792
ENSG00000244414	ENSG00000244414
ENSG00000100580	ENSG00000100580
ENSG00000112984	ENSG00000112984
ENSG00000115091	ENSG00000115091
ENSG00000153113	ENSG00000153113
ENSG00000158161	ENSG00000158161
ENSG00000159140	ENSG00000159140
ENSG00000008853	ENSG00000008853
ENSG00000278985	ENSG00000278985
ENSG00000168646	ENSG00000168646
ENSG00000115363	ENSG00000115363
ENSG00000249743	ENSG00000249743
ENSG00000136636	ENSG00000136636
ENSG00000134755	ENSG00000134755
ENSG00000107014	ENSG00000107014
ENSG00000177733	ENSG00000177733
ENSG00000115687	ENSG00000115687
ENSG00000164050	ENSG00000164050
ENSG00000280331	ENSG00000280331
ENSG00000176659	ENSG00000176659
ENSG00000268357	ENSG00000268357
ENSG00000142621	ENSG00000142621
ENSG00000279428	ENSG00000279428
ENSG00000186017	ENSG00000186017
ENSG00000202058	ENSG00000202058
ENSG00000187736	ENSG00000187736
ENSG00000182973	ENSG00000182973
ENSG00000268088	ENSG00000268088
ENSG00000183671	ENSG00000183671
ENSG00000106701	ENSG00000106701
ENSG00000130706	ENSG00000130706
ENSG00000124224	ENSG00000124224
ENSG00000121743	ENSG00000121743
ENSG00000140987	ENSG00000140987
ENSG00000171103	ENSG00000171103
ENSG00000130520	ENSG00000130520
ENSG00000215041	ENSG00000215041
ENSG00000185163	ENSG00000185163
ENSG00000232445	ENSG00000232445
ENSG00000229944	ENSG00000229944
ENSG00000092010	ENSG00000092010
ENSG00000185010	ENSG00000185010
ENSG00000227374	ENSG00000227374
ENSG00000198331	ENSG00000198331
